Year,Nationality code,Sex,Age group,Immigrant count,Predictions_rnn_agg,Lower limit_agg,Upper limit_agg
2019,VEN,Females,55 - 64,3220,3049,2416,3670
2019,VEN,Females,65+,2777,1992,2054,3267
2019,VEN,Females,All,32688,32598,27677,40699
2019,VEN,Females,0 - 14,4421,5267,4212,6542
2019,VEN,Males,0 - 14,4604,5338,3961,6096
2019,VEN,Males,25 - 34,7067,7623,6586,9074
2019,VEN,Males,35 - 44,4246,4372,3949,5548
2019,VEN,Males,45 - 54,2313,2626,2113,3016
2019,VEN,Males,55 - 64,1398,1599,1329,1923
2019,VEN,Males,65+,1338,1293,1125,1663
2019,VEN,Males,All,25366,24932,21718,32560
2019,MAR,Females,65+,1319,1115,870,1280
2019,VEN,Males,15 - 24,4400,4264,3819,5290
2019,VEN,Both,All,58054,51974,47584,70336
2019,VEN,Both,65+,4115,3419,3163,4551
2019,VEN,Both,55 - 64,4618,4535,3793,5335
2019,USA,Females,45 - 54,385,329,318,449
2019,USA,Females,55 - 64,307,333,267,382
2019,USA,Females,65+,283,299,249,365
2019,USA,Females,All,4905,4972,4110,5843
2019,USA,Males,0 - 14,897,728,608,957
2019,USA,Males,15 - 24,818,1192,852,1302
2019,USA,Males,25 - 34,884,876,779,1162
2019,USA,Males,35 - 44,521,509,434,598
2019,USA,Males,45 - 54,385,298,309,437
2019,USA,Males,55 - 64,383,303,247,370
2019,USA,Males,65+,321,269,239,367
2019,USA,Males,All,4209,4058,3576,4892
2019,VEN,Both,0 - 14,9025,9889,8231,11622
2019,VEN,Both,15 - 24,9607,8983,8508,11094
2019,VEN,Both,25 - 34,15160,15388,14358,19429
2019,VEN,Both,35 - 44,9433,9758,8706,12183
2019,VEN,Both,45 - 54,6096,6192,5140,7483
2019,UKR,Males,35 - 44,720,638,533,774
2019,UKR,Males,25 - 34,794,881,716,975
2019,UKR,Males,15 - 24,607,596,527,714
2019,UKR,Males,0 - 14,839,876,598,949
2019,RUS,Females,15 - 24,672,700,519,777
2019,RUS,Females,25 - 34,1253,1126,898,1323
2019,RUS,Females,35 - 44,1085,780,723,1119
2019,RUS,Females,45 - 54,623,661,553,815
2019,RUS,Females,55 - 64,434,545,379,608
2019,RUS,Females,65+,279,284,222,395
2019,RUS,Females,All,5280,4956,4287,5756
2019,RUS,Males,0 - 14,996,934,722,1066
2019,RUS,Males,15 - 24,425,457,339,525
2019,RUS,Males,25 - 34,676,642,530,761
2019,RUS,Males,35 - 44,692,613,545,844
2019,RUS,Males,45 - 54,538,427,395,594
2019,RUS,Males,55 - 64,281,264,211,334
2019,RUS,Males,65+,148,153,119,188
2019,RUS,Males,All,3756,3306,2997,4093
2019,RUS,Both,All,9036,8267,7179,9461
2019,UKR,Both,0 - 14,1652,1663,1191,1703
2019,UKR,Both,15 - 24,1350,1351,1169,1599
2019,UKR,Both,25 - 34,1853,1995,1664,2135
2019,UKR,Both,35 - 44,1577,1382,1207,1632
2019,UKR,Both,45 - 54,801,820,735,1025
2019,UKR,Both,55 - 64,495,509,440,604
2019,UKR,Both,65+,335,328,280,437
2019,UKR,Females,0 - 14,813,727,588,830
2019,UKR,Females,15 - 24,743,751,640,889
2019,UKR,Females,25 - 34,1059,1142,876,1210
2019,UKR,Females,35 - 44,857,689,653,881
2019,UKR,Females,45 - 54,466,448,427,620
2019,UKR,Females,55 - 64,318,319,290,412
2019,UKR,Females,65+,239,246,201,298
2019,UKR,Both,All,8063,8070,6703,9073
2019,MAR,Females,55 - 64,1437,1236,983,1464
2019,MAR,Females,45 - 54,2031,2042,1480,2116
2019,DZA,Both,0 - 14,1303,1214,1080,1576
2019,CHN,Both,All,12097,12320,10525,13249
2019,CHN,Females,0 - 14,673,678,641,943
2019,CHN,Females,15 - 24,2384,2025,1696,2380
2019,CHN,Females,25 - 34,1468,1582,1201,1656
2019,CHN,Females,35 - 44,1076,1056,808,1102
2019,CHN,Females,45 - 54,690,608,499,707
2019,CHN,Females,55 - 64,291,303,244,349
2019,CHN,Both,65+,312,333,268,389
2019,CHN,Females,65+,162,175,153,218
2019,CHN,Males,0 - 14,857,948,736,1058
2019,CHN,Males,15 - 24,1672,1803,1372,1807
2019,CHN,Males,25 - 34,1144,1294,942,1290
2019,CHN,Males,35 - 44,817,792,698,916
2019,CHN,Males,45 - 54,516,444,416,564
2019,CHN,Males,55 - 64,197,198,170,249
2019,CHN,Males,65+,150,145,112,168
2019,CHN,Females,All,6744,6906,5721,7222
2019,CHN,Males,All,5353,5354,4730,6160
2019,CHN,Both,55 - 64,488,542,438,591
2019,CHN,Both,35 - 44,1893,2026,1571,2049
2019,BGR,Females,35 - 44,500,520,438,582
2019,BGR,Females,45 - 54,381,423,335,473
2019,BGR,Females,55 - 64,222,240,210,300
2019,BGR,Females,65+,221,194,167,241
2019,BGR,Females,All,2761,2985,2365,3212
2019,BGR,Males,0 - 14,450,504,386,534
2019,BGR,Males,15 - 24,453,489,398,540
2019,CHN,Both,45 - 54,1206,1149,920,1299
2019,BGR,Males,25 - 34,548,739,497,733
2019,BGR,Males,45 - 54,459,443,332,490
2019,BGR,Males,55 - 64,216,206,155,225
2019,BGR,Males,65+,102,121,98,140
2019,BGR,Males,All,2839,3009,2426,3184
2019,CHN,Both,0 - 14,1530,1527,1435,1915
2019,CHN,Both,15 - 24,4056,3952,3214,4130
2019,CHN,Both,25 - 34,2612,3007,2241,2903
2019,BGR,Males,35 - 44,611,650,484,687
2019,COL,Both,0 - 14,11017,10859,8248,12095
2019,COL,Both,15 - 24,14550,16852,12839,17074
2019,COL,Both,25 - 34,22429,23338,18483,24394
2019,CUB,Both,0 - 14,1525,1185,1030,1442
2019,CUB,Both,15 - 24,1978,1834,1643,2249
2019,CUB,Both,25 - 34,4642,3702,3059,4407
2019,CUB,Both,35 - 44,2205,2168,1765,2379
2019,CUB,Both,45 - 54,2093,1862,1532,2131
2019,CUB,Both,55 - 64,1038,1035,806,1207
2019,CUB,Both,65+,681,791,656,1004
2019,COL,Males,All,34219,32348,25745,37040
2019,CUB,Both,All,14162,12625,10397,14201
2019,CUB,Females,15 - 24,1095,1049,846,1258
2019,CUB,Females,25 - 34,2174,1983,1560,2213
2019,CUB,Females,35 - 44,1078,1068,890,1203
2019,CUB,Females,45 - 54,1140,969,847,1175
2019,CUB,Females,55 - 64,611,642,499,722
2019,CUB,Females,65+,432,533,404,641
2019,CUB,Females,All,7262,6924,5654,7587
2019,CUB,Females,0 - 14,732,580,506,730
2019,COL,Males,65+,515,567,583,1021
2019,COL,Males,55 - 64,1059,1250,1020,1557
2019,COL,Males,45 - 54,3212,2933,2422,3571
2019,COL,Both,35 - 44,14805,12252,10627,14446
2019,COL,Both,45 - 54,8632,7698,6266,8856
2019,COL,Both,55 - 64,3557,3627,3282,4830
2019,COL,Both,65+,1826,1969,2016,3226
2019,COL,Both,All,76816,73935,57340,78126
2019,COL,Females,0 - 14,5335,5075,4051,6311
2019,COL,Females,15 - 24,7637,8473,6950,9418
2019,COL,Females,25 - 34,12036,12795,10236,13559
2019,COL,Females,35 - 44,8360,7124,5711,8206
2019,COL,Females,45 - 54,5420,4696,3718,5438
2019,COL,Females,55 - 64,2498,2356,2313,3367
2019,COL,Females,65+,1311,1327,1431,2346
2019,COL,Females,All,42597,42384,33436,45370
2019,COL,Males,0 - 14,5682,5765,4372,6346
2019,COL,Males,15 - 24,6913,7566,6014,8324
2019,COL,Males,25 - 34,10393,10391,8060,11316
2019,COL,Males,35 - 44,6445,5284,4678,6600
2019,BGR,Females,25 - 34,525,596,478,662
2019,BGR,Females,0 - 14,433,432,330,465
2019,BGR,Both,All,5600,5801,4747,6241
2019,BGR,Both,65+,323,338,278,373
2019,DZA,Males,55 - 64,197,228,172,261
2019,DZA,Males,65+,130,130,102,173
2019,DZA,Males,All,4861,4429,3862,5503
2019,ARG,Both,0 - 14,2623,2132,1788,2615
2019,ARG,Both,15 - 24,2937,2547,2119,3012
2019,ARG,Both,25 - 34,5961,4983,4423,5857
2019,ARG,Both,35 - 44,3391,2663,2340,3179
2019,DZA,Males,45 - 54,398,460,360,518
2019,ARG,Both,45 - 54,1507,1215,1116,1515
2019,ARG,Both,65+,790,858,755,1037
2019,ARG,Both,All,17947,14895,12857,17333
2019,ARG,Females,0 - 14,1335,1162,863,1256
2019,ARG,Females,15 - 24,1488,1309,1074,1573
2019,ARG,Females,25 - 34,3077,2690,2220,2996
2019,ARG,Females,35 - 44,1653,1283,1123,1569
2019,ARG,Females,45 - 54,789,631,568,773
2019,ARG,Both,55 - 64,738,789,639,858
2019,DZA,Males,35 - 44,887,946,715,1030
2019,DZA,Males,25 - 34,1562,1269,1049,1717
2019,DZA,Males,15 - 24,979,599,614,973
2019,MAR,Females,35 - 44,5079,4358,3391,4845
2019,DZA,Both,15 - 24,1312,1023,987,1420
2019,DZA,Both,25 - 34,2222,1946,1686,2412
2019,DZA,Both,35 - 44,1331,1430,1088,1469
2019,DZA,Both,45 - 54,644,726,582,803
2019,DZA,Both,55 - 64,344,387,321,464
2019,DZA,Both,65+,246,235,210,329
2019,DZA,Both,All,7402,7425,6157,8316
2019,DZA,Females,0 - 14,595,501,397,618
2019,DZA,Females,15 - 24,333,459,344,529
2019,DZA,Females,25 - 34,660,705,602,859
2019,DZA,Females,35 - 44,444,497,373,521
2019,DZA,Females,45 - 54,246,275,208,303
2019,DZA,Females,55 - 64,147,159,131,203
2019,DZA,Females,65+,116,138,90,160
2019,DZA,Females,All,2541,2990,2289,3186
2019,DZA,Males,0 - 14,708,719,656,1065
2019,ARG,Females,55 - 64,416,438,361,513
2019,CUB,Males,0 - 14,793,693,559,809
2019,ARG,Females,65+,501,550,475,647
2019,ARG,Males,0 - 14,1288,1059,931,1446
2019,BRA,Females,65+,286,296,241,331
2019,BRA,Females,All,9411,8862,7941,10174
2019,BRA,Males,0 - 14,1216,1304,1078,1584
2019,BRA,Males,15 - 24,1454,1501,1190,1751
2019,BRA,Males,25 - 34,2247,2285,1894,2524
2019,BRA,Males,35 - 44,1442,1355,1071,1561
2019,BRA,Males,45 - 54,497,534,393,586
2019,BRA,Females,55 - 64,469,483,400,543
2019,BRA,Males,55 - 64,174,187,162,239
2019,BRA,Males,All,7134,7467,6069,8016
2019,BGR,Both,0 - 14,883,907,683,994
2019,BGR,Both,15 - 24,932,999,813,1084
2019,BGR,Both,25 - 34,1073,1245,1011,1328
2019,BGR,Both,35 - 44,1111,1156,955,1243
2019,BGR,Both,45 - 54,840,832,701,916
2019,BGR,Both,55 - 64,438,486,377,513
2019,BRA,Males,65+,104,115,95,140
2019,BRA,Females,45 - 54,899,943,709,974
2019,BRA,Females,35 - 44,1948,1620,1516,2116
2019,BRA,Females,25 - 34,2743,2663,2418,3241
2019,ARG,Males,15 - 24,1449,1206,1018,1493
2019,ARG,Males,25 - 34,2884,2598,2094,2943
2019,ARG,Males,35 - 44,1738,1517,1178,1663
2019,ARG,Males,45 - 54,718,670,523,730
2019,ARG,Males,55 - 64,322,331,263,369
2019,ARG,Males,65+,289,289,274,412
2019,ARG,Males,All,8688,7677,6384,8650
2019,BRA,Both,0 - 14,2527,2373,2074,2989
2019,BRA,Both,15 - 24,3209,3087,2725,3663
2019,BRA,Both,25 - 34,4990,5184,4402,5647
2019,BRA,Both,35 - 44,3390,3526,2755,3657
2019,BRA,Both,45 - 54,1396,1560,1153,1600
2019,BRA,Both,55 - 64,643,644,571,782
2019,BRA,Both,65+,390,407,342,462
2019,BRA,Both,All,16545,16766,14105,17991
2019,BRA,Females,0 - 14,1311,1217,1037,1527
2019,BRA,Females,15 - 24,1755,1565,1416,2063
2019,ARG,Females,All,9259,8110,6836,9100
2019,CUB,Males,15 - 24,883,955,764,1107
2019,BGR,Females,15 - 24,479,530,416,564
2019,CUB,Males,35 - 44,1127,1199,878,1256
2019,HND,Both,25 - 34,9617,11127,8490,11412
2019,HND,Both,35 - 44,4560,5305,3913,5422
2019,HND,Both,45 - 54,1764,1953,1563,2203
2019,HND,Both,55 - 64,583,568,500,729
2019,HND,Both,65+,267,255,240,380
2019,HND,Both,All,29080,27533,24609,33232
2019,HND,Females,0 - 14,2086,2527,1891,3062
2019,HND,Both,15 - 24,8187,8885,6779,9825
2019,HND,Females,15 - 24,5471,6216,4590,6757
2019,HND,Females,35 - 44,3329,3642,2630,3967
2019,HND,Females,45 - 54,1386,1450,1155,1668
2019,HND,Females,55 - 64,444,452,391,581
2019,HND,Females,65+,184,213,181,309
2019,HND,Females,All,19308,19969,17097,23537
2019,HND,Males,0 - 14,2016,1860,1253,2057
2019,HND,Males,15 - 24,2716,2726,1998,3059
2019,HND,Females,25 - 34,6408,6410,5813,8085
2019,HND,Both,0 - 14,4102,4545,3317,5075
2019,DEU,Males,All,4778,5086,4254,5611
2019,DEU,Males,65+,704,659,583,985
2019,DEU,Both,55 - 64,1311,1160,1106,1435
2019,DEU,Both,65+,1229,1253,1156,1746
2019,DEU,Both,All,9428,9496,8620,10642
2019,DEU,Females,0 - 14,500,519,418,555
2019,DEU,Females,15 - 24,844,849,661,919
2019,DEU,Females,25 - 34,1033,1028,845,1175
2019,DEU,Females,35 - 44,588,654,520,672
2019,DEU,Females,45 - 54,571,574,530,726
2019,DEU,Females,55 - 64,589,598,510,701
2019,DEU,Females,65+,525,723,560,833
2019,DEU,Females,All,4650,5071,4348,5456
2019,DEU,Males,0 - 14,504,517,446,641
2019,DEU,Males,15 - 24,535,644,505,704
2019,DEU,Males,25 - 34,963,975,812,1105
2019,DEU,Males,35 - 44,669,704,589,765
2019,DEU,Males,45 - 54,681,678,619,838
2019,DEU,Males,55 - 64,722,620,563,763
2019,HND,Males,25 - 34,3209,3533,2367,3452
2019,DEU,Both,45 - 54,1252,1187,1192,1503
2019,HND,Males,35 - 44,1231,1385,995,1481
2019,HND,Males,55 - 64,139,131,105,164
2019,ITA,Males,35 - 44,2984,3659,2926,3954
2019,ITA,Males,45 - 54,1770,1823,1669,2220
2019,ITA,Males,55 - 64,1092,1053,931,1360
2019,ITA,Males,65+,838,806,811,1140
2019,ITA,Males,All,17741,19072,16264,20950
2019,MAR,Both,0 - 14,12581,10888,9184,12695
2019,MAR,Both,15 - 24,18276,16340,11981,17653
2019,ITA,Males,25 - 34,6444,6652,5447,7150
2019,MAR,Both,25 - 34,21370,17771,16715,22566
2019,MAR,Both,45 - 54,4289,4647,3550,4744
2019,MAR,Both,55 - 64,2456,2419,2070,2808
2019,MAR,Both,65+,2152,1850,1712,2347
2019,MAR,Both,All,72866,65322,52316,71677
2019,MAR,Females,0 - 14,5482,4606,3635,5229
2019,MAR,Females,15 - 24,5431,6453,4886,7197
2019,CUB,Males,25 - 34,2468,1911,1466,2207
2019,MAR,Both,35 - 44,11742,11508,8851,11963
2019,ITA,Males,15 - 24,2882,2666,2577,3386
2019,ITA,Males,0 - 14,1731,1872,1673,2356
2019,ITA,Females,All,15621,15905,13904,17366
2019,HND,Males,65+,83,73,57,97
2019,HND,Males,All,9772,9727,7470,10753
2019,ITA,Both,0 - 14,3436,3355,3137,3998
2019,ITA,Both,15 - 24,5764,5321,5113,6329
2019,ITA,Both,25 - 34,11893,11601,10070,12712
2019,ITA,Both,35 - 44,5253,5831,5048,6395
2019,ITA,Both,45 - 54,3130,3152,2866,3769
2019,ITA,Both,55 - 64,2140,2075,1890,2588
2019,ITA,Both,65+,1746,1823,1668,2168
2019,ITA,Both,All,33362,32123,29395,36314
2019,ITA,Females,0 - 14,1705,1655,1461,1920
2019,ITA,Females,15 - 24,2882,2854,2501,3178
2019,ITA,Females,25 - 34,5449,5571,4480,6183
2019,ITA,Females,35 - 44,2269,2470,2130,2809
2019,ITA,Females,45 - 54,1360,1330,1254,1666
2019,ITA,Females,55 - 64,1048,1028,918,1223
2019,ITA,Females,65+,908,991,832,1106
2019,HND,Males,45 - 54,378,487,342,543
2019,DEU,Both,35 - 44,1257,1395,1135,1424
2019,MAR,Females,25 - 34,8047,7130,6388,9221
2019,DOM,Males,0 - 14,656,906,690,973
2019,DEU,Both,25 - 34,1996,2064,1743,2253
2019,DOM,Males,15 - 24,1098,1177,962,1271
2019,DOM,Males,25 - 34,1136,1033,953,1258
2019,DOM,Males,35 - 44,701,641,561,772
2019,DOM,Males,45 - 54,332,263,242,356
2019,DOM,Males,55 - 64,94,101,84,119
2019,DOM,Males,65+,47,52,46,71
2019,DOM,Females,All,4593,4862,4110,5269
2019,DOM,Males,All,4064,4033,3595,4808
2019,ECU,Both,15 - 24,2617,3176,2248,3246
2019,ECU,Both,35 - 44,1746,1927,1312,1924
2019,ECU,Both,45 - 54,984,1067,762,1049
2019,ECU,Both,55 - 64,468,450,350,510
2019,ECU,Both,65+,425,375,311,449
2019,ECU,Both,All,10654,10935,9042,11973
2019,ECU,Females,0 - 14,537,564,479,876
2019,ECU,Both,0 - 14,1068,1216,1056,1759
2019,ECU,Females,15 - 24,1314,1383,1136,1663
2019,DOM,Females,65+,94,102,87,129
2019,DOM,Females,45 - 54,365,347,292,409
2019,CUB,Males,45 - 54,953,894,698,991
2019,CUB,Males,55 - 64,427,402,309,474
2019,CUB,Males,65+,249,317,257,390
2019,CUB,Males,All,6900,6034,5162,7201
2019,DOM,Both,0 - 14,1377,1553,1314,1727
2019,DOM,Both,15 - 24,2304,2343,2119,2674
2019,DOM,Both,25 - 34,2393,2369,2072,2699
2019,DOM,Females,55 - 64,159,164,133,188
2019,DOM,Both,35 - 44,1492,1417,1161,1574
2019,DOM,Both,55 - 64,253,300,226,315
2019,DOM,Both,65+,141,160,138,192
2019,DOM,Both,All,8657,8630,7675,9697
2019,DOM,Females,0 - 14,721,722,630,880
2019,DOM,Females,15 - 24,1206,1273,1116,1456
2019,DOM,Females,25 - 34,1257,1249,1099,1456
2019,DOM,Females,35 - 44,791,731,578,813
2019,DOM,Both,45 - 54,697,647,540,773
2019,ECU,Females,25 - 34,1687,1858,1361,1935
2019,ECU,Both,25 - 34,3346,3474,2780,3777
2019,ECU,Females,45 - 54,501,529,370,540
2019,FRA,Females,15 - 24,1450,1306,1044,1460
2019,FRA,Females,25 - 34,1446,1428,1180,1577
2019,FRA,Females,35 - 44,697,693,614,820
2019,FRA,Females,45 - 54,488,495,445,614
2019,FRA,Females,55 - 64,523,545,494,735
2019,FRA,Females,65+,568,643,538,825
2019,ECU,Females,35 - 44,852,909,601,932
2019,FRA,Males,0 - 14,813,773,716,1054
2019,FRA,Males,15 - 24,937,1096,916,1314
2019,FRA,Males,25 - 34,1568,1643,1305,1748
2019,FRA,Males,35 - 44,904,890,797,1083
2019,FRA,Males,45 - 54,679,593,578,797
2019,FRA,Males,55 - 64,606,626,561,796
2019,FRA,Males,65+,649,633,574,845
2019,FRA,Males,All,6156,6252,5586,7267
2019,DEU,Both,0 - 14,1004,1047,879,1165
2019,DEU,Both,15 - 24,1379,1378,1194,1587
2019,FRA,Females,0 - 14,797,779,606,867
2019,FRA,Both,All,12125,10762,10602,13771
2019,FRA,Females,All,5969,5720,4993,6800
2019,FRA,Both,55 - 64,1129,1060,1077,1546
2019,FRA,Both,65+,1217,1284,1111,1661
2019,ECU,Females,65+,274,231,191,289
2019,ECU,Females,All,5434,5401,4471,6201
2019,ECU,Males,0 - 14,531,850,583,1077
2019,ECU,Males,15 - 24,1303,1671,1185,1715
2019,ECU,Males,25 - 34,1659,1815,1429,1999
2019,ECU,Males,35 - 44,894,906,710,1031
2019,ECU,Males,45 - 54,483,458,371,524
2019,ECU,Females,55 - 64,269,232,201,297
2019,ECU,Males,65+,151,125,107,169
2019,ECU,Males,All,5220,6207,4559,6361
2019,FRA,Both,0 - 14,1610,1574,1331,1884
2019,FRA,Both,15 - 24,2387,2265,2026,2707
2019,FRA,Both,25 - 34,3014,3003,2610,3343
2019,FRA,Both,35 - 44,1601,1544,1459,1885
2019,FRA,Both,45 - 54,1167,1098,1054,1431
2019,ECU,Males,55 - 64,199,192,135,219
2020,PER,Males,45 - 54,879,879,658,1024
2020,PER,Males,55 - 64,307,350,251,408
2020,PER,Males,65+,242,211,203,346
2020,PER,Males,All,7925,7237,6579,10323
2020,PRT,Both,0 - 14,559,549,479,682
2020,PRT,Both,15 - 24,897,828,734,1045
2020,PRT,Both,25 - 34,1509,1359,1311,1890
2020,PRT,Both,35 - 44,1152,1253,968,1338
2020,PRT,Females,0 - 14,259,239,197,300
2020,PRT,Both,55 - 64,445,536,382,551
2020,PRT,Both,65+,289,299,255,384
2020,PRT,Both,All,5613,5255,4791,6433
2020,PRT,Females,15 - 24,408,407,337,490
2020,PRT,Females,25 - 34,612,550,551,801
2020,PRT,Females,35 - 44,405,445,363,520
2020,PRT,Females,45 - 54,261,296,244,396
2020,PRT,Both,45 - 54,762,776,641,965
2020,PER,Males,35 - 44,1576,1590,1369,1980
2020,VEN,Males,All,13617,13547,11384,15662
2020,PER,Males,15 - 24,1442,1289,1139,1708
2020,PER,Both,0 - 14,2848,2867,2058,3311
2020,PER,Both,15 - 24,3052,2920,2674,3707
2020,PER,Both,25 - 34,4554,5726,4408,6749
2020,PER,Both,35 - 44,3665,3630,3110,4262
2020,PER,Both,45 - 54,2391,2083,1654,2487
2020,PER,Both,55 - 64,942,1060,727,1171
2020,PER,Both,65+,665,710,614,990
2020,PER,Both,All,18117,17108,15358,22232
2020,PER,Females,0 - 14,1408,1359,1049,1646
2020,PER,Females,15 - 24,1610,1401,1429,2177
2020,PER,Females,25 - 34,2515,3357,2369,3895
2020,PER,Females,35 - 44,2089,2167,1677,2413
2020,PER,Females,45 - 54,1512,1237,939,1531
2020,PER,Females,55 - 64,635,708,466,760
2020,PER,Females,65+,423,511,393,670
2020,PER,Females,All,10192,10169,8851,12681
2020,PER,Males,0 - 14,1440,1481,1075,1674
2020,PER,Males,25 - 34,2039,2314,1825,3090
2020,PRT,Females,55 - 64,180,211,158,259
2020,RUS,Both,45 - 54,613,618,544,842
2020,PRT,Females,All,2266,2096,2031,2838
2020,ROU,Females,55 - 64,586,615,531,814
2020,ROU,Females,65+,436,401,312,487
2020,ROU,Females,All,7372,9050,6586,9824
2020,ROU,Males,0 - 14,1197,1172,946,1465
2020,ROU,Males,15 - 24,1776,1407,1424,2088
2020,ROU,Males,25 - 34,2171,1698,1639,2344
2020,ROU,Males,35 - 44,1552,1443,1250,1809
2020,ROU,Females,45 - 54,901,951,794,1158
2020,ROU,Males,45 - 54,1070,795,725,1180
2020,ROU,Males,65+,192,199,175,279
2020,ROU,Males,All,8365,7953,7055,10393
2020,RUS,Both,0 - 14,856,890,734,1051
2020,RUS,Both,15 - 24,602,554,503,723
2020,RUS,Both,25 - 34,1077,1053,845,1181
2020,RUS,Both,35 - 44,982,899,781,1112
2020,PRY,Males,All,2496,2088,1554,2447
2020,ROU,Males,55 - 64,407,372,340,598
2020,ROU,Females,35 - 44,1197,1390,1094,1545
2020,ROU,Females,25 - 34,1585,1862,1463,2101
2020,ROU,Females,15 - 24,1561,1559,1380,1996
2020,PRT,Males,0 - 14,300,330,277,416
2020,PRT,Males,15 - 24,489,449,397,587
2020,PRT,Males,25 - 34,897,827,774,1103
2020,PRT,Males,35 - 44,747,866,612,850
2020,PRT,Males,45 - 54,501,495,405,591
2020,PRT,Males,55 - 64,265,292,197,295
2020,PRT,Males,65+,148,142,116,183
2020,PRT,Males,All,3347,3102,2799,3890
2020,ROU,Both,0 - 14,2303,2311,1685,2659
2020,ROU,Both,15 - 24,3337,3100,2869,3906
2020,ROU,Both,25 - 34,3756,3718,3196,4300
2020,ROU,Both,35 - 44,2749,3084,2458,3331
2020,ROU,Both,45 - 54,1971,1852,1625,2289
2020,ROU,Both,55 - 64,993,1024,915,1379
2020,ROU,Both,65+,628,665,519,750
2020,ROU,Both,All,15737,16308,13719,18996
2020,ROU,Females,0 - 14,1106,1102,747,1286
2020,PRT,Females,65+,141,151,125,200
2020,PRY,Males,65+,31,21,14,32
2020,PAK,Both,65+,38,46,33,62
2020,PRY,Males,45 - 54,130,102,95,155
2020,NIC,Females,25 - 34,2237,2114,1565,2481
2020,NIC,Females,35 - 44,1311,1219,885,1364
2020,NIC,Females,45 - 54,526,414,338,535
2020,NIC,Females,55 - 64,122,114,88,139
2020,NIC,Females,65+,23,26,21,40
2020,NIC,Females,All,6043,6220,4220,6512
2020,NIC,Males,0 - 14,425,361,247,458
2020,NIC,Females,15 - 24,1423,1335,969,1518
2020,NIC,Males,15 - 24,685,678,443,791
2020,NIC,Males,35 - 44,558,480,380,604
2020,NIC,Males,45 - 54,143,131,115,183
2020,NIC,Males,55 - 64,32,35,25,42
2020,NIC,Males,65+,6,10,6,13
2020,NIC,Males,All,3195,2889,2160,3393
2020,PAK,Both,0 - 14,1240,1214,965,1471
2020,PAK,Both,15 - 24,2151,2098,1431,2274
2020,NIC,Males,25 - 34,1346,972,742,1285
2020,PAK,Both,25 - 34,2438,2271,1891,2648
2020,NIC,Females,0 - 14,401,383,348,555
2020,NIC,Both,65+,29,38,28,54
2020,MAR,Females,65+,602,475,410,645
2020,MAR,Females,All,18923,20189,15794,24696
2020,MAR,Males,0 - 14,5172,5235,3803,5874
2020,MAR,Males,15 - 24,7334,7224,4643,7806
2020,MAR,Males,25 - 34,7544,7920,6807,9898
2020,MAR,Males,35 - 44,3820,4465,3418,5041
2020,MAR,Males,45 - 54,1312,1279,1213,1738
2020,NIC,Both,All,9238,8434,6386,9887
2020,MAR,Males,55 - 64,470,539,468,753
2020,MAR,Males,All,26017,29265,21145,30800
2020,NIC,Both,0 - 14,826,803,641,1001
2020,NIC,Both,15 - 24,2108,2137,1478,2326
2020,NIC,Both,25 - 34,3583,3145,2418,3886
2020,NIC,Both,35 - 44,1869,1947,1386,2025
2020,NIC,Both,45 - 54,669,606,489,725
2020,NIC,Both,55 - 64,154,148,120,179
2020,MAR,Males,65+,365,325,323,530
2020,PAK,Both,35 - 44,1088,1331,996,1394
2020,PAK,Both,45 - 54,356,429,326,484
2020,PAK,Both,55 - 64,75,82,70,124
2020,PRY,Both,45 - 54,486,438,360,519
2020,PRY,Both,55 - 64,250,256,166,277
2020,PRY,Both,65+,98,79,65,114
2020,PRY,Both,All,6475,4979,4256,6576
2020,PRY,Females,0 - 14,350,343,246,391
2020,PRY,Females,15 - 24,1104,982,685,1112
2020,PRY,Females,25 - 34,1264,944,794,1271
2020,PRY,Both,35 - 44,1007,882,623,974
2020,PRY,Females,35 - 44,642,480,370,600
2020,PRY,Females,55 - 64,196,177,131,212
2020,PRY,Females,65+,67,68,52,91
2020,PRY,Females,All,3979,3085,2584,4163
2020,PRY,Males,0 - 14,302,274,198,341
2020,PRY,Males,15 - 24,735,611,402,690
2020,PRY,Males,25 - 34,879,678,468,807
2020,PRY,Males,35 - 44,365,290,199,351
2020,PRY,Females,45 - 54,356,264,240,372
2020,PRY,Both,25 - 34,2143,1709,1341,2081
2020,PRY,Both,15 - 24,1839,1487,1151,1778
2020,PRY,Both,0 - 14,652,553,466,706
2020,PAK,Both,All,7386,6972,6175,8382
2020,PAK,Females,0 - 14,532,314,277,527
2020,PAK,Females,15 - 24,413,593,417,720
2020,PAK,Females,25 - 34,559,626,549,833
2020,PAK,Females,35 - 44,396,362,286,424
2020,PAK,Females,45 - 54,151,115,95,154
2020,PAK,Females,55 - 64,36,23,22,45
2020,PAK,Females,65+,23,17,12,24
2020,PAK,Females,All,2110,2219,1943,2769
2020,PAK,Males,0 - 14,708,847,664,1099
2020,PAK,Males,15 - 24,1738,1479,985,1656
2020,PAK,Males,25 - 34,1879,1596,1266,1896
2020,PAK,Males,35 - 44,692,916,661,1007
2020,PAK,Males,45 - 54,205,285,203,339
2020,PAK,Males,55 - 64,39,46,39,79
2020,PAK,Males,65+,15,21,15,35
2020,PAK,Males,All,5276,4941,4193,5896
2020,PRY,Males,55 - 64,54,50,38,68
