Year,Nationality code,Sex,Age group,Immigrant count,Predictions_rnn_agg,Lower limit_agg,Upper limit_agg
2012,USA,Males,25 - 34,545,577,455,588
2012,USA,Males,35 - 44,257,281,242,309
2012,USA,Males,45 - 54,187,189,157,218
2012,USA,Males,55 - 64,159,157,120,167
2012,USA,Males,65+,134,125,105,149
2012,USA,Males,All,2200,2360,2016,2551
2012,VEN,Both,0 - 14,567,479,457,695
2012,VEN,Both,15 - 24,906,980,729,1033
2012,VEN,Both,25 - 34,1429,1537,1218,1780
2012,VEN,Both,35 - 44,614,634,542,755
2012,UKR,Males,25 - 34,282,315,275,391
2012,UKR,Males,15 - 24,306,295,272,372
2012,UKR,Males,0 - 14,270,276,233,328
2012,UKR,Females,All,2385,2082,2058,2735
2012,RUS,Females,0 - 14,738,813,654,908
2012,RUS,Females,15 - 24,735,629,525,769
2012,RUS,Females,25 - 34,1173,1032,835,1164
2012,RUS,Females,35 - 44,817,754,666,919
2012,RUS,Females,45 - 54,593,568,488,665
2012,RUS,Females,55 - 64,402,372,303,431
2012,RUS,Females,65+,174,192,138,210
2012,RUS,Females,All,4633,5069,3778,5020
2012,RUS,Males,0 - 14,829,713,571,844
2012,RUS,Males,15 - 24,339,368,270,414
2012,RUS,Males,25 - 34,416,405,362,529
2012,RUS,Males,35 - 44,589,516,396,569
2012,RUS,Males,45 - 54,481,342,266,408
2012,RUS,Males,55 - 64,262,152,120,199
2012,RUS,Males,65+,94,76,50,88
2012,RUS,Males,All,3010,2453,2115,2963
2012,RUS,Both,65+,270,263,195,289
2012,UKR,Both,0 - 14,548,503,505,675
2012,UKR,Both,15 - 24,867,753,725,973
2012,UKR,Both,25 - 34,839,882,785,1064
2012,UKR,Both,35 - 44,612,651,551,733
2012,UKR,Both,45 - 54,457,431,416,547
2012,UKR,Both,55 - 64,249,244,203,279
2012,UKR,Both,All,3678,3586,3393,4431
2012,UKR,Females,0 - 14,280,289,258,372
2012,UKR,Females,15 - 24,561,514,445,601
2012,UKR,Females,25 - 34,557,548,479,671
2012,UKR,Females,35 - 44,404,327,331,454
2012,UKR,Females,45 - 54,317,296,266,369
2012,UKR,Females,55 - 64,189,184,146,212
2012,UKR,Both,65+,106,107,88,123
2012,MAR,Females,45 - 54,626,628,553,719
2012,VEN,Males,All,1898,1833,1648,2362
2012,MAR,Females,25 - 34,3002,3065,2822,3590
2012,CHN,Both,65+,132,146,133,174
2012,CHN,Both,All,9184,8753,8240,10896
2012,CHN,Females,0 - 14,829,787,770,1059
2012,CHN,Females,15 - 24,1921,1553,1527,1939
2012,CHN,Females,25 - 34,1129,1186,1048,1311
2012,CHN,Females,35 - 44,729,883,674,873
2012,CHN,Females,45 - 54,289,358,314,415
2012,CHN,Both,55 - 64,245,280,249,328
2012,CHN,Females,55 - 64,125,155,136,186
2012,CHN,Females,All,5103,5463,4657,5785
2012,CHN,Males,0 - 14,1007,1073,875,1182
2012,CHN,Males,15 - 24,1331,1306,1187,1501
2012,CHN,Males,25 - 34,779,860,811,1067
2012,CHN,Males,35 - 44,516,686,557,778
2012,CHN,Males,45 - 54,277,281,259,339
2012,CHN,Males,55 - 64,120,140,101,135
2012,CHN,Females,65+,81,76,73,99
2012,CHN,Males,65+,51,69,53,77
2012,CHN,Both,45 - 54,566,629,583,744
2012,CHN,Both,25 - 34,1909,1887,1885,2356
2012,BGR,Females,25 - 34,775,839,700,906
2012,BGR,Females,35 - 44,540,616,536,688
2012,BGR,Females,45 - 54,348,399,347,459
2012,BGR,Females,55 - 64,256,206,220,287
2012,BGR,Females,65+,122,110,110,150
2012,BGR,Females,All,3252,3656,3050,4073
2012,BGR,Males,0 - 14,486,603,479,621
2012,CHN,Both,35 - 44,1245,1550,1276,1676
2012,BGR,Males,15 - 24,617,629,598,784
2012,BGR,Males,35 - 44,552,640,576,754
2012,BGR,Males,45 - 54,353,371,332,435
2012,BGR,Males,55 - 64,172,173,153,201
2012,BGR,Males,65+,58,74,58,85
2012,BGR,Males,All,2971,3474,3036,3910
2012,CHN,Both,0 - 14,1836,1736,1726,2195
2012,CHN,Both,15 - 24,3252,2936,2723,3394
2012,BGR,Males,25 - 34,734,890,724,972
2012,CHN,Males,All,4080,4473,3901,5005
2012,COL,Both,0 - 14,1702,1894,1566,2079
2012,COL,Both,15 - 24,2640,2725,2283,2859
2012,COL,Males,All,4387,4046,3971,5151
2012,CUB,Both,0 - 14,712,679,580,779
2012,CUB,Both,15 - 24,1076,1043,906,1183
2012,CUB,Both,25 - 34,1098,1464,1204,1594
2012,CUB,Both,35 - 44,1099,1268,993,1284
2012,CUB,Both,45 - 54,842,895,719,968
2012,CUB,Both,55 - 64,467,544,451,580
2012,COL,Males,65+,125,114,83,121
2012,CUB,Both,65+,433,446,374,475
2012,CUB,Females,0 - 14,347,333,302,395
2012,CUB,Females,15 - 24,577,623,503,663
2012,CUB,Females,25 - 34,601,735,645,835
2012,CUB,Females,35 - 44,591,655,500,669
2012,CUB,Females,45 - 54,450,461,404,535
2012,CUB,Females,55 - 64,307,310,280,371
2012,CUB,Females,65+,283,273,244,317
2012,CUB,Both,All,5730,5714,5295,6769
2012,COL,Males,55 - 64,115,137,117,161
2012,COL,Males,45 - 54,252,255,239,340
2012,COL,Males,35 - 44,495,604,522,724
2012,COL,Both,25 - 34,2792,2659,2668,3416
2012,COL,Both,35 - 44,1177,1484,1218,1591
2012,COL,Both,45 - 54,672,767,660,872
2012,COL,Both,55 - 64,524,510,438,580
2012,COL,Both,65+,449,428,330,446
2012,COL,Both,All,9955,10970,9408,12310
2012,COL,Females,0 - 14,801,925,758,1085
2012,COL,Females,15 - 24,1386,1333,1251,1616
2012,COL,Females,25 - 34,1547,1520,1428,1986
2012,COL,Females,35 - 44,681,787,665,911
2012,COL,Females,45 - 54,420,428,406,549
2012,COL,Females,55 - 64,409,356,308,418
2012,COL,Females,65+,324,304,238,338
2012,COL,Females,All,5568,6625,5238,6944
2012,COL,Males,0 - 14,902,973,793,1063
2012,COL,Males,15 - 24,1253,1094,1011,1377
2012,COL,Males,25 - 34,1245,1228,1124,1479
2012,BGR,Females,15 - 24,754,743,657,866
2012,BGR,Females,0 - 14,457,539,432,581
2012,BGR,Both,All,6224,7133,6116,8011
2012,BGR,Both,65+,181,202,175,233
2012,DZA,Males,55 - 64,178,123,106,158
2012,DZA,Males,65+,63,62,50,70
2012,DZA,Males,All,2634,3093,2488,3126
2012,ARG,Both,0 - 14,530,461,457,654
2012,ARG,Both,15 - 24,552,538,522,681
2012,ARG,Both,25 - 34,1038,1082,1012,1365
2012,ARG,Both,35 - 44,564,536,513,656
2012,DZA,Males,45 - 54,323,273,229,310
2012,ARG,Both,45 - 54,292,312,281,362
2012,ARG,Both,65+,346,355,269,371
2012,ARG,Both,All,3602,3580,3430,4449
2012,ARG,Females,0 - 14,258,248,223,318
2012,ARG,Females,15 - 24,285,277,277,366
2012,ARG,Females,25 - 34,546,592,521,695
2012,ARG,Females,35 - 44,284,273,255,333
2012,ARG,Females,45 - 54,151,166,148,197
2012,ARG,Both,55 - 64,280,285,238,305
2012,DZA,Males,35 - 44,555,532,454,604
2012,DZA,Males,25 - 34,703,836,730,999
2012,DZA,Males,15 - 24,374,478,408,588
2012,DZA,Both,0 - 14,868,703,708,930
2012,DZA,Both,15 - 24,716,687,680,885
2012,DZA,Both,25 - 34,1177,1302,1127,1469
2012,DZA,Both,35 - 44,826,793,702,891
2012,DZA,Both,45 - 54,509,399,373,498
2012,DZA,Both,55 - 64,301,208,203,285
2012,DZA,Both,65+,124,109,98,140
2012,DZA,Both,All,4522,4840,3972,4880
2012,DZA,Females,0 - 14,430,290,270,413
2012,DZA,Females,15 - 24,343,277,259,350
2012,DZA,Females,25 - 34,474,469,430,560
2012,DZA,Females,35 - 44,271,251,238,343
2012,DZA,Females,45 - 54,186,146,136,192
2012,DZA,Females,55 - 64,122,87,86,119
2012,DZA,Females,65+,61,47,44,67
2012,DZA,Females,All,1888,1698,1517,1962
2012,DZA,Males,0 - 14,437,480,418,571
2012,ARG,Females,55 - 64,173,178,140,189
2012,CUB,Females,All,3156,3223,2997,3708
2012,ARG,Females,65+,237,252,170,254
2012,ARG,Males,0 - 14,273,234,231,327
2012,BRA,Females,65+,59,71,62,101
2012,BRA,Females,All,3818,3877,3403,4409
2012,BRA,Males,0 - 14,568,505,436,613
2012,BRA,Males,15 - 24,945,717,556,830
2012,BRA,Males,25 - 34,652,763,647,878
2012,BRA,Males,35 - 44,242,303,260,392
2012,BRA,Males,45 - 54,121,120,95,154
2012,BRA,Females,55 - 64,146,151,127,183
2012,BRA,Males,55 - 64,31,47,36,59
2012,BRA,Males,All,2579,2320,2098,2805
2012,BGR,Both,0 - 14,943,1035,923,1169
2012,BGR,Both,15 - 24,1370,1316,1273,1634
2012,BGR,Both,25 - 34,1510,1697,1477,1878
2012,BGR,Both,35 - 44,1091,1253,1161,1478
2012,BGR,Both,45 - 54,702,826,713,897
2012,BGR,Both,55 - 64,427,446,390,496
2012,BRA,Males,65+,20,27,18,30
2012,BRA,Females,45 - 54,260,317,244,336
2012,BRA,Females,35 - 44,538,590,498,671
2012,BRA,Females,25 - 34,1136,1365,1068,1424
2012,ARG,Males,15 - 24,267,247,236,334
2012,ARG,Males,25 - 34,492,546,475,632
2012,ARG,Males,35 - 44,280,314,248,329
2012,ARG,Males,45 - 54,141,159,126,167
2012,ARG,Males,55 - 64,107,101,85,119
2012,ARG,Males,65+,110,119,89,125
2012,ARG,Males,All,1670,1629,1603,2080
2012,BRA,Both,0 - 14,1131,1195,936,1250
2012,BRA,Both,15 - 24,2060,1721,1401,1917
2012,BRA,Both,25 - 34,1788,2182,1773,2265
2012,BRA,Both,35 - 44,780,978,789,1072
2012,BRA,Both,45 - 54,382,407,344,467
2012,BRA,Both,55 - 64,177,198,158,227
2012,BRA,Both,65+,79,99,80,122
2012,BRA,Both,All,6397,6354,5586,7115
2012,BRA,Females,0 - 14,563,673,484,672
2012,BRA,Females,15 - 24,1115,894,818,1124
2012,ARG,Females,All,1932,1940,1788,2377
2012,CUB,Males,0 - 14,366,378,311,422
2012,MAR,Females,35 - 44,1269,1291,1262,1651
2012,CUB,Males,25 - 34,498,715,539,763
2012,HND,Both,15 - 24,1598,1439,1320,1725
2012,HND,Both,25 - 34,1702,1543,1369,1786
2012,HND,Both,35 - 44,766,644,603,819
2012,HND,Both,45 - 54,283,250,230,315
2012,HND,Both,55 - 64,96,89,78,109
2012,HND,Both,65+,42,37,34,48
2012,HND,Both,All,5285,5302,4354,5726
2012,HND,Both,0 - 14,799,866,668,942
2012,HND,Females,0 - 14,418,459,376,586
2012,HND,Females,25 - 34,1366,1208,1081,1460
2012,HND,Females,35 - 44,642,589,481,666
2012,HND,Females,45 - 54,241,247,192,269
2012,HND,Females,55 - 64,79,83,66,94
2012,HND,Females,65+,33,30,26,40
2012,HND,Females,All,3980,4111,3380,4525
2012,HND,Males,0 - 14,381,324,220,361
2012,HND,Females,15 - 24,1202,1106,971,1350
2012,HND,Males,25 - 34,336,312,285,399
2012,DEU,Males,All,3892,3791,3315,4376
2012,DEU,Males,55 - 64,517,542,476,631
2012,DEU,Both,55 - 64,1020,1043,942,1202
2012,DEU,Both,65+,1392,1200,1091,1393
2012,DEU,Both,All,8005,7584,6892,8446
2012,DEU,Females,0 - 14,368,348,304,402
2012,DEU,Females,15 - 24,815,613,560,754
2012,DEU,Females,25 - 34,813,787,720,952
2012,DEU,Females,35 - 44,463,460,427,552
2012,DEU,Males,65+,742,601,547,746
2012,DEU,Females,45 - 54,501,471,439,560
2012,DEU,Females,65+,650,643,517,680
2012,DEU,Females,All,4113,3714,3512,4430
2012,DEU,Males,0 - 14,376,328,311,435
2012,DEU,Males,15 - 24,407,437,386,541
2012,DEU,Males,25 - 34,626,666,638,835
2012,DEU,Males,35 - 44,589,560,482,622
2012,DEU,Males,45 - 54,636,573,500,641
2012,DEU,Females,55 - 64,503,504,455,587
2012,HND,Males,35 - 44,124,118,109,160
2012,HND,Males,45 - 54,42,44,37,54
2012,HND,Males,55 - 64,16,16,12,19
2012,ITA,Males,35 - 44,1349,1245,1075,1372
2012,ITA,Males,45 - 54,673,630,563,706
2012,ITA,Males,55 - 64,375,404,327,433
2012,ITA,Males,65+,317,335,279,355
2012,ITA,Males,All,6773,6563,6185,7774
2012,MAR,Both,0 - 14,3520,4086,3616,4735
2012,MAR,Both,15 - 24,5869,6023,5467,6950
2012,ITA,Males,25 - 34,2381,2315,2190,2782
2012,MAR,Both,25 - 34,6918,7034,6451,8078
2012,MAR,Both,45 - 54,1340,1324,1216,1508
2012,MAR,Both,55 - 64,799,813,715,899
2012,MAR,Both,65+,705,658,561,721
2012,MAR,Both,All,22444,21959,20970,25708
2012,MAR,Females,0 - 14,1590,2030,1590,2117
2012,MAR,Females,15 - 24,3194,2581,2553,3433
2012,CUB,Males,15 - 24,500,482,391,537
2012,MAR,Both,35 - 44,3294,3384,3057,3767
2012,ITA,Males,15 - 24,1137,1053,977,1237
2012,ITA,Males,0 - 14,539,567,501,672
2012,ITA,Females,All,5243,5491,5063,6246
2012,HND,Males,65+,9,8,6,10
2012,HND,Males,All,1305,1333,1027,1421
2012,ITA,Both,0 - 14,1032,1092,971,1209
2012,ITA,Both,15 - 24,2157,1984,1927,2363
2012,ITA,Both,25 - 34,4266,4336,4051,4972
2012,ITA,Both,35 - 44,2083,1913,1838,2205
2012,ITA,Both,45 - 54,1107,1079,963,1181
2012,ITA,Both,55 - 64,721,754,671,843
2012,ITA,Both,65+,649,679,582,726
2012,ITA,Both,All,12016,11848,11227,13776
2012,ITA,Females,0 - 14,493,495,443,582
2012,ITA,Females,15 - 24,1020,995,913,1142
2012,ITA,Females,25 - 34,1885,1929,1773,2213
2012,ITA,Females,35 - 44,734,722,696,878
2012,ITA,Females,45 - 54,435,407,386,491
2012,ITA,Females,55 - 64,345,349,310,407
2012,ITA,Females,65+,332,348,280,376
2012,DEU,Both,45 - 54,1136,1014,949,1193
2012,DEU,Both,35 - 44,1051,1009,925,1155
2012,HND,Males,15 - 24,396,351,303,433
2012,DEU,Both,15 - 24,1221,1013,940,1224
2012,DOM,Males,15 - 24,1341,1194,974,1295
2012,DOM,Males,25 - 34,1125,981,918,1287
2012,DOM,Males,35 - 44,638,560,522,698
2012,DOM,Males,45 - 54,242,202,194,265
2012,DOM,Males,55 - 64,64,67,57,78
2012,DOM,Males,65+,28,34,28,42
2012,DOM,Males,All,4474,4103,3675,4608
2012,DOM,Females,All,5500,5101,4518,5611
2012,ECU,Both,0 - 14,1248,1284,1058,1483
2012,ECU,Both,25 - 34,1467,1473,1299,1833
2012,ECU,Both,35 - 44,633,664,545,740
2012,ECU,Both,45 - 54,306,298,268,370
2012,ECU,Both,55 - 64,149,157,130,174
2012,ECU,Both,65+,131,129,96,135
2012,ECU,Both,All,5581,5906,5073,6900
2012,ECU,Females,0 - 14,619,606,507,714
2012,ECU,Both,15 - 24,1647,1698,1458,1935
2012,DOM,Females,65+,58,74,60,94
2012,DOM,Females,55 - 64,124,115,99,146
2012,DOM,Females,45 - 54,276,253,245,333
2012,DEU,Both,25 - 34,1439,1574,1382,1799
2012,CUB,Males,45 - 54,392,360,298,423
2012,CUB,Males,55 - 64,160,185,157,205
2012,CUB,Males,65+,150,164,130,171
2012,CUB,Males,All,2574,2648,2423,3201
2012,DOM,Both,0 - 14,1993,1897,1659,2110
2012,DOM,Both,15 - 24,3047,2438,2322,2890
2012,DOM,Both,25 - 34,2750,2375,2257,2843
2012,DOM,Both,35 - 44,1391,1216,1153,1485
2012,DOM,Both,45 - 54,518,460,465,597
2012,DOM,Both,55 - 64,188,190,167,230
2012,DOM,Both,65+,87,107,91,142
2012,DOM,Both,All,9974,8979,8152,9999
2012,DOM,Females,0 - 14,958,960,822,1059
2012,DOM,Females,15 - 24,1705,1407,1286,1623
2012,DOM,Females,25 - 34,1625,1367,1255,1605
2012,DOM,Females,35 - 44,753,590,596,794
2012,ECU,Females,15 - 24,780,825,730,1006
2012,ECU,Females,25 - 34,661,685,619,900
2012,DOM,Males,0 - 14,1035,952,828,1090
2012,CUB,Males,35 - 44,508,553,452,636
2012,FRA,Females,0 - 14,442,425,389,512
2012,FRA,Females,15 - 24,804,807,709,897
2012,FRA,Females,25 - 34,861,810,773,975
2012,FRA,Females,35 - 44,412,429,400,487
2012,FRA,Females,45 - 54,281,325,270,329
2012,FRA,Females,55 - 64,341,361,318,410
2012,FRA,Females,65+,365,388,331,423
2012,FRA,Females,All,3505,3659,3320,4015
2012,FRA,Males,0 - 14,486,482,454,576
2012,FRA,Males,15 - 24,582,641,562,753
2012,FRA,Males,25 - 34,937,912,852,1060
2012,FRA,Males,35 - 44,639,598,534,652
2012,FRA,Males,45 - 54,450,381,353,452
2012,FRA,Males,55 - 64,430,426,360,466
2012,FRA,Males,65+,403,383,341,445
2012,FRA,Males,All,3926,3720,3545,4406
2012,ECU,Females,35 - 44,260,306,254,340
2012,FRA,Both,All,7431,7344,6971,8312
2012,FRA,Both,65+,769,795,686,873
2012,DEU,Both,0 - 14,745,726,629,800
2012,FRA,Both,45 - 54,731,731,650,782
2012,FRA,Both,55 - 64,770,734,716,884
2012,ECU,Females,55 - 64,100,106,80,111
2012,ECU,Females,65+,96,95,60,97
2012,ECU,Females,All,2666,3033,2566,3522
2012,ECU,Males,0 - 14,628,776,539,835
2012,ECU,Males,15 - 24,867,887,735,979
2012,ECU,Males,25 - 34,806,778,680,923
2012,ECU,Males,35 - 44,373,357,288,398
2012,ECU,Females,45 - 54,149,169,138,190
2012,ECU,Males,55 - 64,49,50,46,65
2012,ECU,Males,65+,35,41,31,47
2012,ECU,Males,All,2915,2652,2489,3308
2012,FRA,Both,0 - 14,928,950,866,1075
2012,FRA,Both,15 - 24,1386,1478,1327,1620
2012,FRA,Both,25 - 34,1798,1772,1698,2068
2012,FRA,Both,35 - 44,1051,1037,961,1139
2012,ECU,Males,45 - 54,157,153,123,177
2013,PER,Males,35 - 44,318,366,306,441
2013,PER,Males,45 - 54,153,193,149,211
2013,PER,Males,55 - 64,71,89,71,101
2013,PER,Males,65+,87,108,81,115
2013,PER,Males,All,2128,2162,2016,2570
2013,PRT,Both,0 - 14,569,651,506,681
2013,PRT,Females,25 - 34,558,530,480,646
2013,PRT,Both,15 - 24,711,867,678,886
2013,PRT,Both,55 - 64,227,290,237,325
2013,PRT,Both,35 - 44,1041,986,876,1174
2013,PRT,Both,45 - 54,510,528,475,659
2013,PRT,Both,65+,163,213,158,219
2013,PRT,Both,All,4499,5217,4437,5683
2013,PRT,Females,0 - 14,268,281,210,296
2013,PRT,Females,15 - 24,368,387,294,419
2013,PER,Males,25 - 34,619,539,533,717
2013,PRT,Both,25 - 34,1278,1404,1259,1605
2013,PER,Males,15 - 24,467,435,394,518
2013,PER,Females,0 - 14,397,411,344,480
2013,PER,Females,All,2716,3185,2758,3593
2013,PRT,Females,35 - 44,339,340,300,394
2013,PRY,Males,All,1261,1324,970,1451
2013,PER,Both,0 - 14,808,796,694,947
2013,PER,Both,15 - 24,997,1004,902,1190
2013,PER,Both,25 - 34,1435,1343,1348,1682
2013,PER,Both,35 - 44,735,832,744,979
2013,PER,Both,45 - 54,388,444,385,514
2013,PER,Males,0 - 14,412,438,345,497
2013,PER,Both,55 - 64,232,283,233,303
2013,PER,Both,All,4844,5578,4816,6146
2013,PER,Females,15 - 24,530,539,504,691
2013,PER,Females,25 - 34,816,791,730,977
2013,PER,Females,35 - 44,417,518,405,550
2013,PER,Females,45 - 54,236,291,236,312
2013,PER,Females,55 - 64,161,195,153,206
2013,PER,Females,65+,159,209,153,230
2013,PER,Both,65+,247,328,246,349
2013,PRT,Females,45 - 54,153,173,162,222
2013,RUS,Both,35 - 44,1609,1295,1244,1623
2013,PRT,Females,65+,92,91,75,108
2013,ROU,Females,45 - 54,1066,1371,1091,1497
2013,ROU,Females,55 - 64,627,752,657,913
2013,ROU,Females,65+,250,265,249,358
2013,ROU,Females,All,11883,17289,13175,17657
2013,ROU,Males,0 - 14,2173,2210,2009,2806
2013,ROU,Males,15 - 24,2869,3758,3119,4329
2013,ROU,Males,25 - 34,2839,3759,3085,4247
2013,ROU,Females,35 - 44,1640,2065,1802,2530
2013,ROU,Males,35 - 44,1758,2295,1931,2709
2013,ROU,Males,55 - 64,384,494,400,576
2013,ROU,Males,65+,111,143,121,189
2013,ROU,Males,All,10891,16564,13285,17942
2013,RUS,Both,0 - 14,1813,1249,1260,1693
2013,RUS,Both,15 - 24,1118,883,820,1088
2013,RUS,Both,25 - 34,1619,1360,1308,1684
2013,PRY,Males,65+,13,12,7,12
2013,ROU,Males,45 - 54,755,1189,926,1323
2013,ROU,Females,25 - 34,2731,3423,2904,3879
2013,ROU,Females,15 - 24,3578,3681,3238,4715
2013,ROU,Females,0 - 14,1991,2330,1855,2516
2013,PRT,Females,All,1874,2080,1760,2271
2013,PRT,Males,0 - 14,301,359,282,393
2013,PRT,Males,15 - 24,344,454,352,479
2013,PRT,Males,25 - 34,720,790,729,968
2013,PRT,Males,35 - 44,702,679,580,780
2013,PRT,Males,45 - 54,357,362,306,437
2013,PRT,Males,55 - 64,130,161,127,177
2013,PRT,Males,65+,71,91,69,105
2013,PRT,Males,All,2625,2965,2616,3448
2013,ROU,Both,0 - 14,4165,4612,4008,5103
2013,ROU,Both,15 - 24,6447,7486,6383,9031
2013,ROU,Both,25 - 34,5569,7631,6227,8115
2013,ROU,Both,35 - 44,3398,4536,3896,5422
2013,ROU,Both,45 - 54,1822,2555,2095,2873
2013,ROU,Both,55 - 64,1011,1260,1099,1491
2013,ROU,Both,65+,361,483,384,574
2013,ROU,Both,All,22774,32534,25823,34873
2013,PRT,Females,55 - 64,96,98,91,127
2013,PRY,Males,55 - 64,25,20,17,26
2013,MAR,Females,55 - 64,466,440,375,512
2013,PRY,Males,35 - 44,127,111,100,147
2013,NIC,Females,25 - 34,603,805,630,933
2013,NIC,Females,35 - 44,306,379,323,445
2013,NIC,Females,45 - 54,128,164,126,182
2013,NIC,Females,55 - 64,21,33,28,42
2013,NIC,Females,65+,12,6,6,10
2013,NIC,Females,All,1656,2110,1763,2418
2013,NIC,Males,0 - 14,130,97,77,126
2013,NIC,Females,15 - 24,471,505,452,637
2013,NIC,Males,15 - 24,140,147,127,178
2013,NIC,Males,35 - 44,37,69,59,95
2013,NIC,Males,45 - 54,18,21,18,28
2013,NIC,Males,55 - 64,7,5,4,6
2013,NIC,Males,65+,1,2,1,2
2013,NIC,Males,All,478,599,480,696
2013,PAK,Both,0 - 14,1020,1174,882,1285
2013,PAK,Both,15 - 24,1514,1336,1214,1830
2013,NIC,Males,25 - 34,144,174,159,222
2013,NIC,Females,0 - 14,115,142,133,202
2013,NIC,Both,All,2134,2599,2197,3145
2013,NIC,Both,65+,13,9,7,12
2013,RUS,Both,45 - 54,1188,937,880,1191
2013,MAR,Females,65+,338,390,322,442
2013,MAR,Females,All,9445,9847,9484,11865
2013,MAR,Males,0 - 14,1880,2511,2018,2762
2013,MAR,Males,15 - 24,2226,2780,2605,3816
2013,MAR,Males,25 - 34,3551,3761,3391,4331
2013,MAR,Males,35 - 44,2024,2051,1651,2173
2013,MAR,Males,45 - 54,774,659,608,787
2013,MAR,Males,55 - 64,375,360,287,387
2013,MAR,Males,65+,241,285,226,312
2013,MAR,Males,All,11071,13136,11257,14265
2013,NIC,Both,0 - 14,246,266,235,339
2013,NIC,Both,15 - 24,612,633,620,812
2013,NIC,Both,25 - 34,748,922,840,1157
2013,NIC,Both,35 - 44,343,461,407,547
2013,NIC,Both,45 - 54,145,173,148,203
2013,NIC,Both,55 - 64,28,35,30,45
2013,PAK,Both,25 - 34,2231,1952,1675,2233
2013,PRY,Males,45 - 54,56,51,44,66
2013,PAK,Both,35 - 44,1153,1080,906,1227
2013,PAK,Both,55 - 64,120,95,80,126
2013,PRY,Both,35 - 44,444,481,399,586
2013,PRY,Both,45 - 54,226,311,222,315
2013,PRY,Both,55 - 64,122,123,95,137
2013,PRY,Both,65+,48,56,35,52
2013,PRY,Both,All,3762,4115,3524,4810
2013,PRY,Females,0 - 14,377,468,302,474
2013,PRY,Females,15 - 24,746,1032,771,1186
2013,PRY,Both,25 - 34,1102,1202,1049,1482
2013,PRY,Females,25 - 34,757,897,722,1022
2013,PRY,Females,45 - 54,170,249,170,257
2013,PRY,Females,55 - 64,97,102,84,123
2013,PRY,Females,65+,35,46,30,46
2013,PRY,Females,All,2501,3222,2472,3438
2013,PRY,Males,0 - 14,392,319,182,336
2013,PRY,Males,15 - 24,303,352,302,459
2013,PRY,Males,25 - 34,345,341,294,424
2013,PRY,Females,35 - 44,317,401,290,413
2013,PRY,Both,15 - 24,1049,1329,1103,1594
2013,PRY,Both,0 - 14,768,774,528,775
2013,PAK,Males,All,4773,3824,3937,5191
2013,PAK,Both,65+,54,39,30,52
2013,PAK,Both,All,6484,5430,5314,6936
2013,PAK,Females,0 - 14,429,303,252,408
2013,PAK,Females,15 - 24,313,349,314,536
2013,PAK,Females,25 - 34,552,476,420,605
2013,PAK,Females,35 - 44,247,256,219,319
2013,PAK,Females,45 - 54,104,98,81,127
2013,PAK,Females,55 - 64,32,25,22,38
2013,PAK,Females,65+,33,11,9,23
2013,PAK,Females,All,1711,1797,1455,2071
2013,PAK,Males,0 - 14,591,816,602,983
2013,PAK,Males,15 - 24,1201,1016,907,1414
2013,PAK,Males,25 - 34,1678,1484,1219,1726
2013,PAK,Males,35 - 44,906,776,674,967
2013,PAK,Males,45 - 54,288,293,230,331
2013,PAK,Males,55 - 64,87,57,48,82
2013,PAK,Males,65+,21,22,15,28
2013,PAK,Both,45 - 54,391,418,319,467
2013,RUS,Both,55 - 64,741,573,492,693
2013,UKR,Females,55 - 64,163,163,133,201
2013,RUS,Both,All,8440,7006,5858,7900
2013,GBR,Females,All,6808,6568,6705,8323
2013,GBR,Males,0 - 14,712,678,659,850
2013,GBR,Males,15 - 24,514,536,446,609
2013,GBR,Males,25 - 34,993,1092,869,1116
2013,GBR,Males,35 - 44,976,974,877,1114
2013,GBR,Males,45 - 54,1144,1148,1112,1399
2013,GBR,Males,55 - 64,1484,1598,1584,2029
2013,GBR,Females,65+,1071,1327,1051,1428
2013,GBR,Males,65+,1513,1316,1310,1693
2013,USA,Both,0 - 14,767,843,761,930
2013,USA,Both,15 - 24,2044,1536,1227,1611
2013,USA,Both,25 - 34,1301,1282,1077,1354
2013,USA,Both,35 - 44,520,553,512,634
2013,USA,Both,45 - 54,358,386,348,436
2013,USA,Both,55 - 64,281,319,277,345
2013,USA,Both,65+,256,282,233,302
2013,GBR,Males,All,7337,7981,7215,8982
2013,USA,Both,All,5527,5126,4578,5556
2013,GBR,Females,55 - 64,1342,1468,1473,1893
2013,GBR,Females,35 - 44,807,774,755,962
2013,UKR,Males,35 - 44,206,201,171,263
2013,UKR,Males,45 - 54,138,104,110,167
2013,UKR,Males,55 - 64,67,45,47,71
2013,UKR,Males,65+,32,23,21,34
2013,UKR,Males,All,1255,1211,1136,1627
2013,GBR,Both,0 - 14,1419,1355,1276,1647
2013,GBR,Both,15 - 24,1330,1185,994,1345
2013,GBR,Females,45 - 54,1000,1029,976,1258
2013,GBR,Both,25 - 34,2058,2048,1803,2252
2013,GBR,Both,45 - 54,2144,2205,2168,2667
2013,GBR,Both,55 - 64,2826,2979,3100,3850
2013,GBR,Both,65+,2585,2601,2387,2980
2013,GBR,Both,All,14145,14206,13813,16799
2013,GBR,Females,0 - 14,706,651,603,765
2013,GBR,Females,15 - 24,817,582,507,713
2013,GBR,Females,25 - 34,1065,903,860,1100
2013,GBR,Both,35 - 44,1782,1805,1697,2073
2013,USA,Females,0 - 14,377,436,360,462
2013,USA,Females,15 - 24,1297,840,653,899
