Total Nacional, Comunidad Autónoma y Provincia;Nacionalidad;Periodo;Total
14 Murcia, Región de;Reino Unido;2021;2.051
14 Murcia, Región de;Suiza;2022;43
14 Murcia, Región de;Suiza;2021;30
14 Murcia, Región de;Ucrania;2022;3.004
14 Murcia, Región de;Ucrania;2021;415
14 Murcia, Región de;Moldavia;2022;23
14 Murcia, Región de;Moldavia;2021;15
14 Murcia, Región de;Rusia;2022;190
14 Murcia, Región de;Rusia;2021;94
14 Murcia, Región de;Otro país del resto de Europa;2022;172
14 Murcia, Región de;Otro país del resto de Europa;2021;151
14 Murcia, Región de;De Africa;2022;14.636
14 Murcia, Región de;De Africa;2021;14.338
14 Murcia, Región de;Argelia;2022;652
14 Murcia, Región de;Argelia;2021;520
14 Murcia, Región de;Gambia;2022;88
14 Murcia, Región de;Gambia;2021;111
14 Murcia, Región de;Ghana;2022;358
14 Murcia, Región de;Ghana;2021;361
14 Murcia, Región de;Guinea;2022;79
14 Murcia, Región de;Guinea;2021;88
14 Murcia, Región de;Guinea Ecuatorial;2022;34
14 Murcia, Región de;Guinea Ecuatorial;2021;35
14 Murcia, Región de;Mali;2022;376
14 Murcia, Región de;Mali;2021;393
14 Murcia, Región de;Marruecos;2022;12.131
14 Murcia, Región de;Marruecos;2021;11.867
14 Murcia, Región de;Mauritania;2022;19
14 Murcia, Región de;Mauritania;2021;37
14 Murcia, Región de;Nigeria;2022;131
14 Murcia, Región de;Nigeria;2021;123
14 Murcia, Región de;Senegal;2022;537
14 Murcia, Región de;Senegal;2021;566
14 Murcia, Región de;Otro país de África;2022;231
14 Murcia, Región de;Otro país de África;2021;237
14 Murcia, Región de;América del Norte;2022;300
14 Murcia, Región de;América del Norte;2021;311
14 Murcia, Región de;Estados Unidos de América;2022;176
14 Murcia, Región de;Estados Unidos de América;2021;188
14 Murcia, Región de;México;2022;100
14 Murcia, Región de;México;2021;99
14 Murcia, Región de;Canadá;2022;24
14 Murcia, Región de;Canadá;2021;24
14 Murcia, Región de;De Centro América y Caribe;2022;2.941
14 Murcia, Región de;De Centro América y Caribe;2021;1.419
14 Murcia, Región de;Cuba;2022;284
14 Murcia, Región de;Cuba;2021;164
14 Murcia, Región de;Honduras;2022;939
14 Murcia, Región de;Honduras;2021;467
14 Murcia, Región de;Nicaragua;2022;1.005
14 Murcia, Región de;Nicaragua;2021;413
14 Murcia, Región de;República Dominicana;2022;124
14 Murcia, Región de;República Dominicana;2021;75
14 Murcia, Región de;Otro país de Centro América y Caribe;2022;589
14 Murcia, Región de;Otro país de Centro América y Caribe;2021;300
14 Murcia, Región de;De Sudamérica;2022;11.091
14 Murcia, Región de;De Sudamérica;2021;5.467
14 Murcia, Región de;Argentina;2022;412
14 Murcia, Región de;Argentina;2021;254
14 Murcia, Región de;Bolivia;2022;683
14 Murcia, Región de;Bolivia;2021;672
14 Murcia, Región de;Brasil;2022;303
14 Murcia, Región de;Brasil;2021;223
14 Murcia, Región de;Colombia;2022;4.797
14 Murcia, Región de;Colombia;2021;1.659
14 Murcia, Región de;Chile;2022;63
14 Murcia, Región de;Chile;2021;58
14 Murcia, Región de;Ecuador;2022;2.083
14 Murcia, Región de;Ecuador;2021;1.464
14 Murcia, Región de;Paraguay;2022;698
14 Murcia, Región de;Paraguay;2021;354
14 Murcia, Región de;Perú;2022;612
14 Murcia, Región de;Perú;2021;246
14 Murcia, Región de;Uruguay;2022;37
14 Murcia, Región de;Uruguay;2021;33
14 Murcia, Región de;Venezuela;2022;1.403
14 Murcia, Región de;Venezuela;2021;503
14 Murcia, Región de;Otro país de Sudamérica;2022;0
14 Murcia, Región de;Otro país de Sudamérica;2021;1
14 Murcia, Región de;De Asia;2022;844
14 Murcia, Región de;De Asia;2021;859
14 Murcia, Región de;Bangladesh;2022;20
14 Murcia, Región de;Bangladesh;2021;13
14 Murcia, Región de;China;2022;165
14 Murcia, Región de;China;2021;232
14 Murcia, Región de;Filipinas;2022;14
14 Murcia, Región de;Filipinas;2021;11
14 Murcia, Región de;India;2022;261
14 Murcia, Región de;India;2021;229
14 Murcia, Región de;Pakistán;2022;181
14 Murcia, Región de;Pakistán;2021;173
14 Murcia, Región de;Otro país de Asia;2022;203
14 Murcia, Región de;Otro país de Asia;2021;201
14 Murcia, Región de;De Oceanía;2022;18
14 Murcia, Región de;De Oceanía;2021;9
14 Murcia, Región de;Apátridas;2022;14
14 Murcia, Región de;Apátridas;2021;8
30 Murcia;Total;2022;40.902
30 Murcia;Total;2021;31.686
30 Murcia;Española;2022;3.222
30 Murcia;Española;2021;3.060
30 Murcia;UE27_2020 sin España;2022;3.414
30 Murcia;UE27_2020 sin España;2021;3.427
30 Murcia;Bélgica;2022;281
30 Murcia;Bélgica;2021;264
30 Murcia;Bulgaria;2022;393
30 Murcia;Bulgaria;2021;464
30 Murcia;Dinamarca;2022;13
30 Murcia;Dinamarca;2021;17
30 Murcia;Finlandia;2022;11
30 Murcia;Finlandia;2021;10
30 Murcia;Francia;2022;261
30 Murcia;Francia;2021;295
30 Murcia;Irlanda;2022;98
30 Murcia;Irlanda;2021;137
30 Murcia;Italia;2022;439
30 Murcia;Italia;2021;391
30 Murcia;Países Bajos;2022;240
30 Murcia;Países Bajos;2021;216
30 Murcia;Polonia;2022;108
30 Murcia;Polonia;2021;113
30 Murcia;Portugal;2022;154
30 Murcia;Portugal;2021;151
30 Murcia;Alemania;2022;260
30 Murcia;Alemania;2021;266
30 Murcia;Rumanía;2022;909
30 Murcia;Rumanía;2021;899
30 Murcia;Suecia;2022;79
30 Murcia;Suecia;2021;60
30 Murcia;Lituania;2022;66
30 Murcia;Lituania;2021;57
30 Murcia;Otro país de la Unión Europea sin España;2022;102
30 Murcia;Otro país de la Unión Europea sin España;2021;87
30 Murcia;Europa menos UE27_2020;2022;4.422
30 Murcia;Europa menos UE27_2020;2021;2.788
30 Murcia;Noruega;2022;27
30 Murcia;Noruega;2021;32
30 Murcia;Reino Unido;2022;963
30 Murcia;Reino Unido;2021;2.051
30 Murcia;Suiza;2022;43
30 Murcia;Suiza;2021;30
30 Murcia;Ucrania;2022;3.004
30 Murcia;Ucrania;2021;415
30 Murcia;Moldavia;2022;23
30 Murcia;Moldavia;2021;15
30 Murcia;Rusia;2022;190
30 Murcia;Rusia;2021;94
30 Murcia;Otro país del resto de Europa;2022;172
30 Murcia;Otro país del resto de Europa;2021;151
30 Murcia;De Africa;2022;14.636
30 Murcia;De Africa;2021;14.338
30 Murcia;Argelia;2022;652
30 Murcia;Argelia;2021;520
30 Murcia;Gambia;2022;88
30 Murcia;Gambia;2021;111
30 Murcia;Ghana;2022;358
30 Murcia;Ghana;2021;361
30 Murcia;Guinea;2022;79
30 Murcia;Guinea;2021;88
30 Murcia;Guinea Ecuatorial;2022;34
30 Murcia;Guinea Ecuatorial;2021;35
30 Murcia;Mali;2022;376
30 Murcia;Mali;2021;393
30 Murcia;Marruecos;2022;12.131
30 Murcia;Marruecos;2021;11.867
30 Murcia;Mauritania;2022;19
30 Murcia;Mauritania;2021;37
30 Murcia;Nigeria;2022;131
30 Murcia;Nigeria;2021;123
30 Murcia;Senegal;2022;537
30 Murcia;Senegal;2021;566
30 Murcia;Otro país de África;2022;231
30 Murcia;Otro país de África;2021;237
30 Murcia;América del Norte;2022;300
30 Murcia;América del Norte;2021;311
30 Murcia;Estados Unidos de América;2022;176
30 Murcia;Estados Unidos de América;2021;188
30 Murcia;México;2022;100
30 Murcia;México;2021;99
30 Murcia;Canadá;2022;24
30 Murcia;Canadá;2021;24
30 Murcia;De Centro América y Caribe;2022;2.941
30 Murcia;De Centro América y Caribe;2021;1.419
30 Murcia;Cuba;2022;284
30 Murcia;Cuba;2021;164
30 Murcia;Honduras;2022;939
30 Murcia;Honduras;2021;467
30 Murcia;Nicaragua;2022;1.005
30 Murcia;Nicaragua;2021;413
30 Murcia;República Dominicana;2022;124
30 Murcia;República Dominicana;2021;75
30 Murcia;Otro país de Centro América y Caribe;2022;589
30 Murcia;Otro país de Centro América y Caribe;2021;300
30 Murcia;De Sudamérica;2022;11.091
30 Murcia;De Sudamérica;2021;5.467
30 Murcia;Argentina;2022;412
30 Murcia;Argentina;2021;254
30 Murcia;Bolivia;2022;683
30 Murcia;Bolivia;2021;672
30 Murcia;Brasil;2022;303
30 Murcia;Brasil;2021;223
30 Murcia;Colombia;2022;4.797
30 Murcia;Colombia;2021;1.659
30 Murcia;Chile;2022;63
30 Murcia;Chile;2021;58
30 Murcia;Ecuador;2022;2.083
30 Murcia;Ecuador;2021;1.464
30 Murcia;Paraguay;2022;698
30 Murcia;Paraguay;2021;354
30 Murcia;Perú;2022;612
30 Murcia;Perú;2021;246
30 Murcia;Uruguay;2022;37
30 Murcia;Uruguay;2021;33
30 Murcia;Venezuela;2022;1.403
30 Murcia;Venezuela;2021;503
30 Murcia;Otro país de Sudamérica;2022;0
30 Murcia;Otro país de Sudamérica;2021;1
30 Murcia;De Asia;2022;844
30 Murcia;De Asia;2021;859
30 Murcia;Bangladesh;2022;20
30 Murcia;Bangladesh;2021;13
30 Murcia;China;2022;165
30 Murcia;China;2021;232
30 Murcia;Filipinas;2022;14
30 Murcia;Filipinas;2021;11
30 Murcia;India;2022;261
30 Murcia;India;2021;229
30 Murcia;Pakistán;2022;181
30 Murcia;Pakistán;2021;173
30 Murcia;Otro país de Asia;2022;203
30 Murcia;Otro país de Asia;2021;201
30 Murcia;De Oceanía;2022;18
30 Murcia;De Oceanía;2021;9
30 Murcia;Apátridas;2022;14
30 Murcia;Apátridas;2021;8
15 Navarra, Comunidad Foral de;Total;2022;15.499
15 Navarra, Comunidad Foral de;Total;2021;10.298
15 Navarra, Comunidad Foral de;Española;2022;1.821
15 Navarra, Comunidad Foral de;Española;2021;1.775
15 Navarra, Comunidad Foral de;UE27_2020 sin España;2022;1.697
15 Navarra, Comunidad Foral de;UE27_2020 sin España;2021;1.744
15 Navarra, Comunidad Foral de;Bélgica;2022;6
15 Navarra, Comunidad Foral de;Bélgica;2021;11
15 Navarra, Comunidad Foral de;Bulgaria;2022;287
15 Navarra, Comunidad Foral de;Bulgaria;2021;312
15 Navarra, Comunidad Foral de;Dinamarca;2022;2
15 Navarra, Comunidad Foral de;Dinamarca;2021;5
15 Navarra, Comunidad Foral de;Finlandia;2022;1
15 Navarra, Comunidad Foral de;Finlandia;2021;1
15 Navarra, Comunidad Foral de;Francia;2022;97
15 Navarra, Comunidad Foral de;Francia;2021;88
15 Navarra, Comunidad Foral de;Irlanda;2022;16
15 Navarra, Comunidad Foral de;Irlanda;2021;17
15 Navarra, Comunidad Foral de;Italia;2022;231
15 Navarra, Comunidad Foral de;Italia;2021;195
15 Navarra, Comunidad Foral de;Países Bajos;2022;5
15 Navarra, Comunidad Foral de;Países Bajos;2021;13
15 Navarra, Comunidad Foral de;Polonia;2022;22
15 Navarra, Comunidad Foral de;Polonia;2021;26
15 Navarra, Comunidad Foral de;Portugal;2022;238
15 Navarra, Comunidad Foral de;Portugal;2021;268
15 Navarra, Comunidad Foral de;Alemania;2022;47
15 Navarra, Comunidad Foral de;Alemania;2021;57
15 Navarra, Comunidad Foral de;Rumanía;2022;702
15 Navarra, Comunidad Foral de;Rumanía;2021;699
15 Navarra, Comunidad Foral de;Suecia;2022;3
15 Navarra, Comunidad Foral de;Suecia;2021;2
15 Navarra, Comunidad Foral de;Lituania;2022;15
15 Navarra, Comunidad Foral de;Lituania;2021;11
15 Navarra, Comunidad Foral de;Otro país de la Unión Europea sin España;2022;25
15 Navarra, Comunidad Foral de;Otro país de la Unión Europea sin España;2021;39
15 Navarra, Comunidad Foral de;Europa menos UE27_2020;2022;1.523
15 Navarra, Comunidad Foral de;Europa menos UE27_2020;2021;345
15 Navarra, Comunidad Foral de;Noruega;2022;0
15 Navarra, Comunidad Foral de;Noruega;2021;1
15 Navarra, Comunidad Foral de;Reino Unido;2022;29
15 Navarra, Comunidad Foral de;Reino Unido;2021;43
15 Navarra, Comunidad Foral de;Suiza;2022;6
15 Navarra, Comunidad Foral de;Suiza;2021;5
15 Navarra, Comunidad Foral de;Ucrania;2022;1.250
15 Navarra, Comunidad Foral de;Ucrania;2021;113
15 Navarra, Comunidad Foral de;Moldavia;2022;151
15 Navarra, Comunidad Foral de;Moldavia;2021;114
15 Navarra, Comunidad Foral de;Rusia;2022;33
15 Navarra, Comunidad Foral de;Rusia;2021;24
15 Navarra, Comunidad Foral de;Otro país del resto de Europa;2022;54
15 Navarra, Comunidad Foral de;Otro país del resto de Europa;2021;45
15 Navarra, Comunidad Foral de;De Africa;2022;2.629
15 Navarra, Comunidad Foral de;De Africa;2021;2.132
15 Navarra, Comunidad Foral de;Argelia;2022;298
15 Navarra, Comunidad Foral de;Argelia;2021;238
15 Navarra, Comunidad Foral de;Gambia;2022;13
15 Navarra, Comunidad Foral de;Gambia;2021;12
15 Navarra, Comunidad Foral de;Ghana;2022;53
15 Navarra, Comunidad Foral de;Ghana;2021;44
15 Navarra, Comunidad Foral de;Guinea;2022;13
15 Navarra, Comunidad Foral de;Guinea;2021;26
15 Navarra, Comunidad Foral de;Guinea Ecuatorial;2022;16
15 Navarra, Comunidad Foral de;Guinea Ecuatorial;2021;11
15 Navarra, Comunidad Foral de;Mali;2022;29
15 Navarra, Comunidad Foral de;Mali;2021;45
15 Navarra, Comunidad Foral de;Marruecos;2022;1.926
15 Navarra, Comunidad Foral de;Marruecos;2021;1.474
15 Navarra, Comunidad Foral de;Mauritania;2022;8
15 Navarra, Comunidad Foral de;Mauritania;2021;11
15 Navarra, Comunidad Foral de;Nigeria;2022;97
15 Navarra, Comunidad Foral de;Nigeria;2021;70
15 Navarra, Comunidad Foral de;Senegal;2022;99
15 Navarra, Comunidad Foral de;Senegal;2021;132
15 Navarra, Comunidad Foral de;Otro país de África;2022;77
15 Navarra, Comunidad Foral de;Otro país de África;2021;69
15 Navarra, Comunidad Foral de;América del Norte;2022;314
15 Navarra, Comunidad Foral de;América del Norte;2021;240
15 Navarra, Comunidad Foral de;Estados Unidos de América;2022;119
15 Navarra, Comunidad Foral de;Estados Unidos de América;2021;101
15 Navarra, Comunidad Foral de;México;2022;184
15 Navarra, Comunidad Foral de;México;2021;135
15 Navarra, Comunidad Foral de;Canadá;2022;11
15 Navarra, Comunidad Foral de;Canadá;2021;4
15 Navarra, Comunidad Foral de;De Centro América y Caribe;2022;1.349
15 Navarra, Comunidad Foral de;De Centro América y Caribe;2021;782
15 Navarra, Comunidad Foral de;Cuba;2022;130
15 Navarra, Comunidad Foral de;Cuba;2021;111
15 Navarra, Comunidad Foral de;Honduras;2022;356
15 Navarra, Comunidad Foral de;Honduras;2021;213
15 Navarra, Comunidad Foral de;Nicaragua;2022;500
15 Navarra, Comunidad Foral de;Nicaragua;2021;174
15 Navarra, Comunidad Foral de;República Dominicana;2022;216
15 Navarra, Comunidad Foral de;República Dominicana;2021;136
15 Navarra, Comunidad Foral de;Otro país de Centro América y Caribe;2022;147
15 Navarra, Comunidad Foral de;Otro país de Centro América y Caribe;2021;148
15 Navarra, Comunidad Foral de;De Sudamérica;2022;5.786
15 Navarra, Comunidad Foral de;De Sudamérica;2021;2.870
15 Navarra, Comunidad Foral de;Argentina;2022;224
15 Navarra, Comunidad Foral de;Argentina;2021;170
15 Navarra, Comunidad Foral de;Bolivia;2022;174
15 Navarra, Comunidad Foral de;Bolivia;2021;125
15 Navarra, Comunidad Foral de;Brasil;2022;375
15 Navarra, Comunidad Foral de;Brasil;2021;235
15 Navarra, Comunidad Foral de;Colombia;2022;2.684
15 Navarra, Comunidad Foral de;Colombia;2021;1.075
15 Navarra, Comunidad Foral de;Chile;2022;48
15 Navarra, Comunidad Foral de;Chile;2021;74
15 Navarra, Comunidad Foral de;Ecuador;2022;503
15 Navarra, Comunidad Foral de;Ecuador;2021;384
15 Navarra, Comunidad Foral de;Paraguay;2022;89
15 Navarra, Comunidad Foral de;Paraguay;2021;37
15 Navarra, Comunidad Foral de;Perú;2022;1.117
15 Navarra, Comunidad Foral de;Perú;2021;504
15 Navarra, Comunidad Foral de;Uruguay;2022;18
15 Navarra, Comunidad Foral de;Uruguay;2021;13
15 Navarra, Comunidad Foral de;Venezuela;2022;554
15 Navarra, Comunidad Foral de;Venezuela;2021;253
15 Navarra, Comunidad Foral de;Otro país de Sudamérica;2022;0
15 Navarra, Comunidad Foral de;Otro país de Sudamérica;2021;0
15 Navarra, Comunidad Foral de;De Asia;2022;365
15 Navarra, Comunidad Foral de;De Asia;2021;397
15 Navarra, Comunidad Foral de;Bangladesh;2022;2
15 Navarra, Comunidad Foral de;Bangladesh;2021;0
15 Navarra, Comunidad Foral de;China;2022;69
15 Navarra, Comunidad Foral de;China;2021;106
15 Navarra, Comunidad Foral de;Filipinas;2022;29
15 Navarra, Comunidad Foral de;Filipinas;2021;15
15 Navarra, Comunidad Foral de;India;2022;40
15 Navarra, Comunidad Foral de;India;2021;20
15 Navarra, Comunidad Foral de;Pakistán;2022;123
15 Navarra, Comunidad Foral de;Pakistán;2021;100
15 Navarra, Comunidad Foral de;Otro país de Asia;2022;102
15 Navarra, Comunidad Foral de;Otro país de Asia;2021;156
15 Navarra, Comunidad Foral de;De Oceanía;2022;4
15 Navarra, Comunidad Foral de;De Oceanía;2021;5
15 Navarra, Comunidad Foral de;Apátridas;2022;11
15 Navarra, Comunidad Foral de;Apátridas;2021;8
31 Navarra;Total;2022;15.499
31 Navarra;Total;2021;10.298
31 Navarra;Española;2022;1.821
31 Navarra;Española;2021;1.775
31 Navarra;UE27_2020 sin España;2022;1.697
31 Navarra;UE27_2020 sin España;2021;1.744
31 Navarra;Bélgica;2022;6
31 Navarra;Bélgica;2021;11
31 Navarra;Bulgaria;2022;287
31 Navarra;Bulgaria;2021;312
31 Navarra;Dinamarca;2022;2
31 Navarra;Dinamarca;2021;5
31 Navarra;Finlandia;2022;1
31 Navarra;Finlandia;2021;1
31 Navarra;Francia;2022;97
31 Navarra;Francia;2021;88
31 Navarra;Irlanda;2022;16
31 Navarra;Irlanda;2021;17
31 Navarra;Italia;2022;231
31 Navarra;Italia;2021;195
31 Navarra;Países Bajos;2022;5
31 Navarra;Países Bajos;2021;13
31 Navarra;Polonia;2022;22
31 Navarra;Polonia;2021;26
31 Navarra;Portugal;2022;238
31 Navarra;Portugal;2021;268
31 Navarra;Alemania;2022;47
31 Navarra;Alemania;2021;57
31 Navarra;Rumanía;2022;702
31 Navarra;Rumanía;2021;699
31 Navarra;Suecia;2022;3
31 Navarra;Suecia;2021;2
31 Navarra;Lituania;2022;15
31 Navarra;Lituania;2021;11
31 Navarra;Otro país de la Unión Europea sin España;2022;25
31 Navarra;Otro país de la Unión Europea sin España;2021;39
31 Navarra;Europa menos UE27_2020;2022;1.523
31 Navarra;Europa menos UE27_2020;2021;345
31 Navarra;Noruega;2022;0
31 Navarra;Noruega;2021;1
31 Navarra;Reino Unido;2022;29
31 Navarra;Reino Unido;2021;43
31 Navarra;Suiza;2022;6
31 Navarra;Suiza;2021;5
31 Navarra;Ucrania;2022;1.250
31 Navarra;Ucrania;2021;113
31 Navarra;Moldavia;2022;151
31 Navarra;Moldavia;2021;114
31 Navarra;Rusia;2022;33
31 Navarra;Rusia;2021;24
31 Navarra;Otro país del resto de Europa;2022;54
31 Navarra;Otro país del resto de Europa;2021;45
31 Navarra;De Africa;2022;2.629
31 Navarra;De Africa;2021;2.132
31 Navarra;Argelia;2022;298
31 Navarra;Argelia;2021;238
31 Navarra;Gambia;2022;13
31 Navarra;Gambia;2021;12
31 Navarra;Ghana;2022;53
31 Navarra;Ghana;2021;44
31 Navarra;Guinea;2022;13
31 Navarra;Guinea;2021;26
31 Navarra;Guinea Ecuatorial;2022;16
31 Navarra;Guinea Ecuatorial;2021;11
31 Navarra;Mali;2022;29
31 Navarra;Mali;2021;45
31 Navarra;Marruecos;2022;1.926
31 Navarra;Marruecos;2021;1.474
31 Navarra;Mauritania;2022;8
31 Navarra;Mauritania;2021;11
31 Navarra;Nigeria;2022;97
31 Navarra;Nigeria;2021;70
31 Navarra;Senegal;2022;99
31 Navarra;Senegal;2021;132
31 Navarra;Otro país de África;2022;77
31 Navarra;Otro país de África;2021;69
31 Navarra;América del Norte;2022;314
31 Navarra;América del Norte;2021;240
31 Navarra;Estados Unidos de América;2022;119
31 Navarra;Estados Unidos de América;2021;101
31 Navarra;México;2022;184
31 Navarra;México;2021;135
31 Navarra;Canadá;2022;11
31 Navarra;Canadá;2021;4
31 Navarra;De Centro América y Caribe;2022;1.349
31 Navarra;De Centro América y Caribe;2021;782
31 Navarra;Cuba;2022;130
31 Navarra;Cuba;2021;111
31 Navarra;Honduras;2022;356
31 Navarra;Honduras;2021;213
31 Navarra;Nicaragua;2022;500
31 Navarra;Nicaragua;2021;174
31 Navarra;República Dominicana;2022;216
31 Navarra;República Dominicana;2021;136
31 Navarra;Otro país de Centro América y Caribe;2022;147
31 Navarra;Otro país de Centro América y Caribe;2021;148
31 Navarra;De Sudamérica;2022;5.786
31 Navarra;De Sudamérica;2021;2.870
31 Navarra;Argentina;2022;224
31 Navarra;Argentina;2021;170
31 Navarra;Bolivia;2022;174
31 Navarra;Bolivia;2021;125
31 Navarra;Brasil;2022;375
31 Navarra;Brasil;2021;235
31 Navarra;Colombia;2022;2.684
31 Navarra;Colombia;2021;1.075
31 Navarra;Chile;2022;48
31 Navarra;Chile;2021;74
31 Navarra;Ecuador;2022;503
31 Navarra;Ecuador;2021;384
31 Navarra;Paraguay;2022;89
31 Navarra;Paraguay;2021;37
31 Navarra;Perú;2022;1.117
31 Navarra;Perú;2021;504
31 Navarra;Uruguay;2022;18
31 Navarra;Uruguay;2021;13
31 Navarra;Venezuela;2022;554
31 Navarra;Venezuela;2021;253
31 Navarra;Otro país de Sudamérica;2022;0
31 Navarra;Otro país de Sudamérica;2021;0
31 Navarra;De Asia;2022;365
31 Navarra;De Asia;2021;397
31 Navarra;Bangladesh;2022;2
31 Navarra;Bangladesh;2021;0
31 Navarra;China;2022;69
31 Navarra;China;2021;106
31 Navarra;Filipinas;2022;29
31 Navarra;Filipinas;2021;15
31 Navarra;India;2022;40
31 Navarra;India;2021;20
31 Navarra;Pakistán;2022;123
31 Navarra;Pakistán;2021;100
31 Navarra;Otro país de Asia;2022;102
31 Navarra;Otro país de Asia;2021;156
31 Navarra;De Oceanía;2022;4
31 Navarra;De Oceanía;2021;5
31 Navarra;Apátridas;2022;11
31 Navarra;Apátridas;2021;8
16 País Vasco;Total;2022;39.257
16 País Vasco;Total;2021;24.047
16 País Vasco;Española;2022;4.372
16 País Vasco;Española;2021;4.490
16 País Vasco;UE27_2020 sin España;2022;2.917
16 País Vasco;UE27_2020 sin España;2021;2.924
16 País Vasco;Bélgica;2022;15
16 País Vasco;Bélgica;2021;22
16 País Vasco;Bulgaria;2022;46
16 País Vasco;Bulgaria;2021;45
16 País Vasco;Dinamarca;2022;15
16 País Vasco;Dinamarca;2021;6
16 País Vasco;Finlandia;2022;7
16 País Vasco;Finlandia;2021;7
16 País Vasco;Francia;2022;238
16 País Vasco;Francia;2021;267
16 País Vasco;Irlanda;2022;40
16 País Vasco;Irlanda;2021;50
16 País Vasco;Italia;2022;522
16 País Vasco;Italia;2021;490
16 País Vasco;Países Bajos;2022;35
16 País Vasco;Países Bajos;2021;45
16 País Vasco;Polonia;2022;66
16 País Vasco;Polonia;2021;80
16 País Vasco;Portugal;2022;383
16 País Vasco;Portugal;2021;410
16 País Vasco;Alemania;2022;195
16 País Vasco;Alemania;2021;131
16 País Vasco;Rumanía;2022;1.198
16 País Vasco;Rumanía;2021;1.240
16 País Vasco;Suecia;2022;31
16 País Vasco;Suecia;2021;20
16 País Vasco;Lituania;2022;18
16 País Vasco;Lituania;2021;7
16 País Vasco;Otro país de la Unión Europea sin España;2022;108
16 País Vasco;Otro país de la Unión Europea sin España;2021;104
16 País Vasco;Europa menos UE27_2020;2022;3.451
16 País Vasco;Europa menos UE27_2020;2021;754
16 País Vasco;Noruega;2022;3
16 País Vasco;Noruega;2021;3
16 País Vasco;Reino Unido;2022;136
16 País Vasco;Reino Unido;2021;157
16 País Vasco;Suiza;2022;16
16 País Vasco;Suiza;2021;7
16 País Vasco;Ucrania;2022;2.683
16 País Vasco;Ucrania;2021;197
16 País Vasco;Moldavia;2022;88
16 País Vasco;Moldavia;2021;50
16 País Vasco;Rusia;2022;198
16 País Vasco;Rusia;2021;92
16 País Vasco;Otro país del resto de Europa;2022;327
16 País Vasco;Otro país del resto de Europa;2021;248
16 País Vasco;De Africa;2022;5.568
16 País Vasco;De Africa;2021;4.813
16 País Vasco;Argelia;2022;771
16 País Vasco;Argelia;2021;649
16 País Vasco;Gambia;2022;48
16 País Vasco;Gambia;2021;52
16 País Vasco;Ghana;2022;80
16 País Vasco;Ghana;2021;95
16 País Vasco;Guinea;2022;57
16 País Vasco;Guinea;2021;42
16 País Vasco;Guinea Ecuatorial;2022;114
16 País Vasco;Guinea Ecuatorial;2021;63
16 País Vasco;Mali;2022;112
16 País Vasco;Mali;2021;145
16 País Vasco;Marruecos;2022;3.217
16 País Vasco;Marruecos;2021;2.576
16 País Vasco;Mauritania;2022;115
16 País Vasco;Mauritania;2021;85
16 País Vasco;Nigeria;2022;196
16 País Vasco;Nigeria;2021;220
16 País Vasco;Senegal;2022;519
16 País Vasco;Senegal;2021;503
16 País Vasco;Otro país de África;2022;339
16 País Vasco;Otro país de África;2021;383
16 País Vasco;América del Norte;2022;601
16 País Vasco;América del Norte;2021;475
16 País Vasco;Estados Unidos de América;2022;276
16 País Vasco;Estados Unidos de América;2021;225
16 País Vasco;México;2022;297
16 País Vasco;México;2021;225
16 País Vasco;Canadá;2022;28
16 País Vasco;Canadá;2021;25
16 País Vasco;De Centro América y Caribe;2022;5.655
16 País Vasco;De Centro América y Caribe;2021;2.414
16 País Vasco;Cuba;2022;355
16 País Vasco;Cuba;2021;259
16 País Vasco;Honduras;2022;1.717
16 País Vasco;Honduras;2021;786
16 País Vasco;Nicaragua;2022;2.927
16 País Vasco;Nicaragua;2021;975
16 País Vasco;República Dominicana;2022;270
16 País Vasco;República Dominicana;2021;198
16 País Vasco;Otro país de Centro América y Caribe;2022;386
16 País Vasco;Otro país de Centro América y Caribe;2021;196
16 País Vasco;De Sudamérica;2022;14.850
16 País Vasco;De Sudamérica;2021;6.450
16 País Vasco;Argentina;2022;627
16 País Vasco;Argentina;2021;383
16 País Vasco;Bolivia;2022;554
16 País Vasco;Bolivia;2021;416
16 País Vasco;Brasil;2022;783
16 País Vasco;Brasil;2021;447
16 País Vasco;Colombia;2022;6.742
16 País Vasco;Colombia;2021;2.584
16 País Vasco;Chile;2022;193
16 País Vasco;Chile;2021;159
16 País Vasco;Ecuador;2022;329
16 País Vasco;Ecuador;2021;236
16 País Vasco;Paraguay;2022;1.579
16 País Vasco;Paraguay;2021;596
16 País Vasco;Perú;2022;1.667
16 País Vasco;Perú;2021;622
16 País Vasco;Uruguay;2022;42
16 País Vasco;Uruguay;2021;35
16 País Vasco;Venezuela;2022;2.334
16 País Vasco;Venezuela;2021;972
16 País Vasco;Otro país de Sudamérica;2022;0
16 País Vasco;Otro país de Sudamérica;2021;0
16 País Vasco;De Asia;2022;1.724
16 País Vasco;De Asia;2021;1.615
16 País Vasco;Bangladesh;2022;49
16 País Vasco;Bangladesh;2021;37
16 País Vasco;China;2022;241
16 País Vasco;China;2021;362
16 País Vasco;Filipinas;2022;52
16 País Vasco;Filipinas;2021;63
16 País Vasco;India;2022;81
16 País Vasco;India;2021;59
16 País Vasco;Pakistán;2022;875
16 País Vasco;Pakistán;2021;768
16 País Vasco;Otro país de Asia;2022;426
16 País Vasco;Otro país de Asia;2021;326
16 País Vasco;De Oceanía;2022;32
16 País Vasco;De Oceanía;2021;12
